id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
29583,Women,Footwear,Shoes,Flats,Silver,Summer,2012,Casual
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,2015,Casual
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,2012,Sports
19918,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual
22359,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011,Casual
16950,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012,Casual
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual
2049,Men,Apparel,Topwear,Tshirts,White,Summer,2010,Sports
17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual
44977,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic
41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports
39523,Unisex,Accessories,Bags,Trolley Bag,Black,Summer,2012,Casual
52812,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
58514,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
4944,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual
10861,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
59600,Women,Apparel,Saree,Sarees,Rust,Fall,2012,Ethnic
42846,Women,Accessories,Bags,Handbags,Multi,Summer,2012,Casual
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,2012,Casual
47508,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual
54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,2012,Casual
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012,Casual
18230,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011,Sports
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
29745,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Casual
8587,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
42248,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual
17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
9455,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports
44983,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
38405,Women,Accessories,Belts,Belts,White,Summer,2012,Casual
53934,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010,Sports
25188,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
24866,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual
21528,Women,Accessories,Bags,Handbags,Copper,Winter,2015,Casual
59432,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Casual
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2011,Casual
6845,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,2011,Casual
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
33489,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012,Casual
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
45409,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012,Casual
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual
15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013,Casual
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual
59264,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
14099,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic
51009,Women,Apparel,Innerwear,Bra,Rose,Summer,2017,Casual
29113,Women,Accessories,Socks,Socks,White,Summer,2012,Casual
7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
48124,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual
3739,Men,Accessories,Headwear,Caps,Blue,Fall,2010,Sports
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2016,Casual
44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual
57563,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,NA
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual
25143,Women,Accessories,Bags,Clutches,Silver,Winter,2015,Casual
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017,Casual
5253,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015,Casual
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual
14604,Men,Accessories,Socks,Socks,Green,Summer,2011,Casual
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
46623,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
19927,Men,Footwear,Sandal,Sandals,Grey,Fall,2011,Casual
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports
22366,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual
51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,2015,Casual
50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013,Casual
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019,Casual
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012,Casual
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal
16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal
46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012,Casual
7736,Men,Accessories,Headwear,Caps,Red,Fall,2011,Casual
34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual
22968,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual
3396,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
55006,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017,NA
19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015,Casual
2244,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual
43163,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
33214,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual
10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports
11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual
20603,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic
11978,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2012,Casual
36766,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
45294,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012,Casual
34455,Women,Footwear,Shoes,Heels,Black,Spring,2013,Formal
6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
46075,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual
35587,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual
7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual
27042,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual
2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports
43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual
28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic
31127,Girls,Apparel,Dress,Dresses,Black,Summer,2012,Casual
26190,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
55462,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017,Casual
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual
25715,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports
41250,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal
40382,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
38298,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
57335,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual
52647,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
20267,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
14052,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
53795,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012,Casual
5405,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012,Casual
11712,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
25527,Women,Apparel,Topwear,Shirts,Green,Summer,2012,Casual
57107,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual
20869,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual
33442,Women,Accessories,Bags,Handbags,Teal,Winter,2016,Casual
58973,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual
52475,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,2015,NA
39944,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual
21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2011,Casual
36130,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual
44510,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
20055,Women,Accessories,Mufflers,Mufflers,Grey,Fall,2011,Casual
50322,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
28238,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual
13879,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
47395,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
46247,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual
7160,Women,Apparel,Topwear,Tunics,Purple,Fall,2011,Casual
22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011,Casual
8914,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
16537,Men,Accessories,Headwear,Caps,Blue,Fall,2011,Casual
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012,Ethnic
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual
27270,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011,Ethnic
12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,2013,Casual
55650,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual
31315,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
6274,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
47153,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012,Casual
17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports
48927,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual
51036,Women,Apparel,Loungewear and Nightwear,Nightdress,Lime Green,Summer,2017,Casual
26958,Women,Apparel,Topwear,Shirts,Teal,Summer,2012,Casual
46081,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2012,Casual
35573,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013,Casual
13283,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports
30001,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
29910,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal
55496,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual
56213,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual
15948,Men,Accessories,Ties,Ties,Burgundy,Fall,2011,Formal
40376,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual
24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011,Casual
10406,Women,Apparel,Dress,Dresses,Grey,Fall,2011,Casual
4523,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports
45604,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal
15174,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2013,Casual
21341,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual
53761,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
37224,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual
32564,Women,Apparel,Bottomwear,Trousers,Orange,Summer,2012,Casual
56021,Women,Personal Care,Lips,Lipstick,Mauve,Spring,2017,Casual
24401,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
10634,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012,Formal
40144,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
58987,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,2017,Casual
59069,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual
15346,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
52481,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Pink,Winter,2015,Casual
21173,Women,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual
4711,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports
40978,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
14294,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
17411,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
9832,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual
23624,Girls,Apparel,Topwear,Tops,White,Fall,2011,Casual
6046,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
7194,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual
51204,Women,Apparel,Innerwear,Bra,Peach,Summer,2017,Casual
30233,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
48329,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual
18459,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual
27284,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic
12163,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011,Ethnic
42613,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual
3534,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
24065,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
10250,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
57597,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual
40520,Men,Accessories,Watches,Watches,Cream,Winter,2016,Casual
1607,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010,Sports
11382,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
44180,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
37472,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual
53137,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual
15722,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
4375,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
35325,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic
22392,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual
51660,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
17075,Women,Accessories,Belts,Belts,Navy Blue,Winter,2015,Casual
23240,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
6422,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
18801,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual
26732,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual
31785,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual
3150,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010,Sports
17849,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
29548,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
42879,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual
16395,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
51452,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual
6610,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
47537,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual
17247,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
23072,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,2014,Formal
42045,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2012,Casual
3362,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
12735,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Sports
54120,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual
30465,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual
9658,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual
43197,Women,Accessories,Watches,Watches,Grey,Winter,2016,Casual
38608,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
24257,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual
10062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
56677,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
25385,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual
32332,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual
5095,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
37640,Women,Accessories,Bags,Clutches,Red,Summer,2012,Casual
4147,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
36792,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
45260,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
15510,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011,Casual
21725,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011,Casual
34038,Boys,Apparel,Topwear,Shirts,Red,Summer,2012,Casual
43956,Women,Footwear,Sandal,Sports Sandals,Purple,Summer,2012,Casual
28467,Women,Apparel,Topwear,Tshirts,Rust,Summer,2012,Casual
16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011,Formal
42884,Women,Accessories,Bags,Clutches,Beige,Summer,2012,Casual
55833,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017,Casual
46418,Men,Accessories,Watches,Watches,Olive,Winter,2016,Casual
48582,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual
30498,Women,Apparel,Innerwear,Bra,Brown,Summer,2012,Casual
8777,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
19320,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011,Casual
25378,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016,Casual
4986,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports
39727,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal
57758,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017,NA
5854,Women,Accessories,Bags,Handbags,Pink,Summer,2011,Casual
11971,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
5068,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual
39515,Unisex,Accessories,Bags,Laptop Bag,Brown,Summer,2012,Casual
45893,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
44941,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal
24098,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
4388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
58522,Unisex,Accessories,Accessories,Travel Accessory,Rust,Summer,2015,Casual
28655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
17088,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
29787,Men,Apparel,Topwear,Tshirts,White,Summer,2013,Casual
9497,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual
13428,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016,Casual
16966,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
49662,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
20860,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
32599,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
39171,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
36905,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
58146,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
40985,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
41857,Men,Footwear,Sandal,Sandals,Olive,Summer,2012,Casual
59094,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual
36139,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
7169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
28231,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual
13870,Men,Apparel,Topwear,Shirts,Beige,Fall,2011,Casual
19576,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual
7955,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Sports
8121,Men,Accessories,Belts,Belts,Brown,Winter,2016,Casual
27279,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
6887,Women,Apparel,Topwear,Jackets,Blue,Summer,2011,Casual
31912,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
49808,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012,Casual
22539,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
27877,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual
6289,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual
28003,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
8313,Women,Accessories,Bags,Handbags,Black,Winter,2016,Casual
49034,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual
19744,Men,Apparel,Topwear,Jackets,Green,Fall,2011,Casual
26199,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
47992,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
18696,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual
2629,Women,Footwear,Shoes,Flats,Black,Fall,2010,Casual
14867,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual
38291,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
11529,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual
41259,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
